FIPS,county,state,number,population
36111,Ulster,NY,NY-608,"75,432"
36113,Warren,NY,NY-523,"48,203"
36115,Washington,NY,NY-523,"102,180"
36117,Wayne,NY,NY-513,"177,573"
36119,Westchester,NY,NY-604,"63,944"
36121,Wyoming,NY,NY-508,"61,204"
36123,Yates,NY,NY-513,"89,918"
37001,Alamance,NC,NC-503,"967,506"
37003,Alexander,NC,NC-503,"39,859"
37005,Alleghany,NC,NC-516,"24,913"
37007,Anson,NC,NC-503,"169,509"
37009,Ashe,NC,NC-516,"37,497"
37011,Avery,NC,NC-516,"11,137"
37013,Beaufort,NC,NC-503,"24,446"
37015,Bertie,NC,NC-503,"27,203"
37017,Bladen,NC,NC-503,"17,557"
37019,Brunswick,NC,NC-506,"46,994"
37021,Buncombe,NC,NC-501,"18,947"
37023,Burke,NC,NC-503,"32,722"
37025,Cabarrus,NC,NC-503,"142,820"
37027,Caldwell,NC,NC-503,"261,191"
37029,Camden,NC,NC-503,"90,485"
37031,Carteret,NC,NC-503,"216,453"
37033,Caswell,NC,NC-503,"82,178"
37035,Catawba,NC,NC-503,"10,867"
37037,Chatham,NC,NC-503,"69,473"
37039,Cherokee,NC,NC-503,"22,604"
37041,Chowan,NC,NC-503,"159,551"
37043,Clay,NC,NC-503,"74,470"
37045,Cleveland,NC,NC-509,"28,612"
37047,Columbus,NC,NC-503,"13,943"
37049,Craven,NC,NC-503,"11,231"
37051,Cumberland,NC,NC-511,"97,947"
37053,Currituck,NC,NC-503,"55,508"
37055,Dare,NC,NC-503,"102,139"
37057,Davidson,NC,NC-503,"335,509"
37059,Davie,NC,NC-503,"27,763"
37061,Duplin,NC,NC-503,"37,009"
37063,Durham,NC,NC-502,"167,609"
37065,Edgecombe,NC,NC-503,"42,846"
37067,Forsyth,NC,NC-500,"58,741"
37069,Franklin,NC,NC-503,"321,488"
37071,Gaston,NC,NC-509,"51,472"
37073,Gates,NC,NC-503,"382,295"
37075,Graham,NC,NC-503,"69,685"
37077,Granville,NC,NC-503,"224,529"
37079,Greene,NC,NC-503,"11,562"
37081,Guilford,NC,NC-504,"8,441"
37083,Halifax,NC,NC-503,"60,443"
37085,Harnett,NC,NC-503,"21,069"
37087,Haywood,NC,NC-503,"537,174"
37089,Henderson,NC,NC-503,"50,010"
37091,Hertford,NC,NC-503,"135,976"
37093,Hoke,NC,NC-503,"62,317"
37095,Hyde,NC,NC-503,"117,417"
37097,Iredell,NC,NC-503,"23,677"
37099,Jackson,NC,NC-503,"55,234"
37101,Johnston,NC,NC-503,"4,937"
37103,Jones,NC,NC-503,"181,806"
37105,Lee,NC,NC-503,"43,938"
37107,Lenoir,NC,NC-503,"209,339"
37109,Lincoln,NC,NC-509,"9,419"
37111,McDowell,NC,NC-503,"61,779"
37113,Macon,NC,NC-503,"55,949"
37115,Madison,NC,NC-503,"86,111"
37117,Martin,NC,NC-503,"45,756"
37119,Mecklenburg,NC,NC-505,"35,858"
37121,Mitchell,NC,NC-516,"21,755"
37123,Montgomery,NC,NC-503,"22,440"
37125,Moore,NC,NC-503,"1,110,356"
37127,Nash,NC,NC-503,"14,964"
37129,New Hanover,NC,NC-506,"27,173"
37131,Northampton,NC,NC-503,"100,880"
37133,Onslow,NC,NC-503,"94,298"
37135,Orange,NC,NC-513,"234,473"
37137,Pamlico,NC,NC-503,"19,483"
37139,Pasquotank,NC,NC-503,"197,938"
37141,Pender,NC,NC-506,"148,476"
37143,Perquimans,NC,NC-503,"12,726"
37145,Person,NC,NC-503,"39,824"
37147,Pitt,NC,NC-503,"63,060"
37149,Polk,NC,NC-503,"13,463"
37151,Randolph,NC,NC-503,"39,490"
37153,Richmond,NC,NC-503,"180,742"
37155,Robeson,NC,NC-503,"20,724"
37157,Rockingham,NC,NC-503,"143,667"
37159,Rowan,NC,NC-503,"44,829"
37161,Rutherford,NC,NC-503,"130,625"
37163,Sampson,NC,NC-503,"91,010"
37165,Scotland,NC,NC-503,"142,088"
37167,Stanly,NC,NC-503,"67,029"
37169,Stokes,NC,NC-503,"63,531"
37171,Surry,NC,NC-503,"34,823"
37173,Swain,NC,NC-503,"62,806"
37175,Transylvania,NC,NC-503,"45,591"
37177,Tyrrell,NC,NC-503,"71,783"
37179,Union,NC,NC-503,"14,271"
37181,Vance,NC,NC-503,"34,385"
37183,Wake,NC,NC-507,"4,016"
37185,Warren,NC,NC-503,"239,859"
37187,Washington,NC,NC-503,"44,535"
37189,Watauga,NC,NC-516,"1,111,761"
37191,Wayne,NC,NC-503,"19,731"
37193,Wilkes,NC,NC-516,"11,580"
37195,Wilson,NC,NC-503,"56,177"
37197,Yadkin,NC,NC-503,"123,131"
37199,Yancey,NC,NC-516,"68,412"
38001,Adams,ND,ND-500,"81,801"
38003,Barnes,ND,ND-500,"37,667"
38005,Benson,ND,ND-500,"18,069"
38007,Billings,ND,ND-500,"2,216"
38009,Bottineau,ND,ND-500,"10,415"
38011,Bowman,ND,ND-500,"6,832"
38013,Burke,ND,ND-500,928
38015,Burleigh,ND,ND-500,"6,282"
38017,Cass,ND,ND-500,"3,024"
38019,Cavalier,ND,ND-500,"2,115"
38021,Dickey,ND,ND-500,"95,626"
38023,Divide,ND,ND-500,"181,923"
38025,Dunn,ND,ND-500,"3,762"
38027,Eddy,ND,ND-500,"4,872"
38029,Emmons,ND,ND-500,"2,264"
38031,Foster,ND,ND-500,"4,424"
38033,Golden Valley,ND,ND-500,"2,287"
38035,Grand Forks,ND,ND-500,"3,241"
38037,Grant,ND,ND-500,"3,210"
38039,Griggs,ND,ND-500,"1,761"
38041,Hettinger,ND,ND-500,"69,451"
38043,Kidder,ND,ND-500,"2,274"
38045,La Moure,ND,ND-500,"2,231"
38047,Logan,ND,ND-500,"2,499"
38049,McHenry,ND,ND-500,"2,480"
38051,McIntosh,ND,ND-500,"4,046"
38053,McKenzie,ND,ND-500,"1,850"
38055,McLean,ND,ND-500,"5,745"
38057,Mercer,ND,ND-500,"2,497"
38059,Morton,ND,ND-500,"15,024"
38061,Mountrail,ND,ND-500,"9,450"
38063,Nelson,ND,ND-500,"8,187"
38065,Oliver,ND,ND-500,"31,364"
38067,Pembina,ND,ND-500,"10,545"
38069,Pierce,ND,ND-500,"2,879"
38071,Ramsey,ND,ND-500,"1,959"
38073,Ransom,ND,ND-500,"6,801"
38075,Renville,ND,ND-500,"3,975"
38077,Richland,ND,ND-500,"11,519"
38079,Rolette,ND,ND-500,"5,218"
38081,Sargent,ND,ND-500,"2,327"
38083,Sheridan,ND,ND-500,"16,177"
38085,Sioux,ND,ND-500,"14,176"
38087,Slope,ND,ND-500,"3,898"
38089,Stark,ND,ND-500,"1,315"
38091,Steele,ND,ND-500,"4,230"
38093,Stutsman,ND,ND-500,750
38095,Towner,ND,ND-500,"31,489"
38097,Traill,ND,ND-500,"1,890"
38099,Walsh,ND,ND-500,"20,704"
38101,Ward,ND,ND-500,"2,189"
38103,Wells,ND,ND-500,"8,036"
38105,Williams,ND,ND-500,"10,641"
39001,Adams,OH,OH-507,"67,641"
39003,Allen,OH,OH-507,"3,834"
39005,Ashland,OH,OH-507,"37,589"
39007,Ashtabula,OH,OH-507,"27,698"
39009,Athens,OH,OH-507,"102,351"
39011,Auglaize,OH,OH-507,"53,484"
39013,Belmont,OH,OH-507,"97,241"
39015,Brown,OH,OH-507,"65,327"
39017,Butler,OH,OH-507,"45,656"
39019,Carroll,OH,OH-507,"67,006"
39021,Champaign,OH,OH-507,"43,432"
39023,Clark,OH,OH-507,"383,134"
39025,Clermont,OH,OH-507,"26,914"
39027,Clinton,OH,OH-507,"38,885"
39029,Columbiana,OH,OH-507,"134,083"
39031,Coshocton,OH,OH-507,"206,428"
39033,Crawford,OH,OH-507,"41,968"
39035,Cuyahoga,OH,OH-502,"101,883"
39037,Darke,OH,OH-507,"36,600"
39039,Defiance,OH,OH-507,"41,494"
39041,Delaware,OH,OH-507,"1,235,072"
39043,Erie,OH,OH-507,"51,113"
39045,Fairfield,OH,OH-507,"38,087"
39047,Fayette,OH,OH-507,"209,177"
39049,Franklin,OH,OH-503,"74,266"
39051,Fulton,OH,OH-507,"157,574"
39053,Gallia,OH,OH-507,"28,525"
39055,Geauga,OH,OH-507,"1,316,756"
39057,Greene,OH,OH-507,"42,126"
39059,Guernsey,OH,OH-507,"29,898"
39061,Hamilton,OH,OH-500,"93,649"
39063,Hancock,OH,OH-507,"168,937"
39065,Hardin,OH,OH-507,"38,875"
39067,Harrison,OH,OH-507,"817,473"
39069,Henry,OH,OH-507,"75,783"
39071,Highland,OH,OH-507,"31,365"
39073,Hocking,OH,OH-507,"15,040"
39075,Holmes,OH,OH-507,"27,006"
39077,Huron,OH,OH-507,"43,161"
39079,Jackson,OH,OH-507,"28,264"
39081,Jefferson,OH,OH-507,"43,960"
39083,Knox,OH,OH-507,"58,266"
39085,Lake,OH,OH-507,"32,413"
39087,Lawrence,OH,OH-507,"65,325"
39089,Licking,OH,OH-507,"62,322"
39091,Logan,OH,OH-507,"230,149"
39093,Lorain,OH,OH-507,"59,463"
39095,Lucas,OH,OH-501,"176,862"
39097,Madison,OH,OH-507,"45,672"
39099,Mahoning,OH,OH-504,"309,833"
39101,Marion,OH,OH-507,"428,348"
39103,Medina,OH,OH-507,"44,731"
39105,Meigs,OH,OH-507,"228,683"
39107,Mercer,OH,OH-507,"65,093"
39109,Miami,OH,OH-507,"179,746"
39111,Monroe,OH,OH-507,"22,907"
39113,Montgomery,OH,OH-505,"41,172"
39115,Morgan,OH,OH-507,"106,987"
39117,Morrow,OH,OH-507,"13,654"
39119,Muskingum,OH,OH-507,"531,687"
39121,Noble,OH,OH-507,"14,508"
39123,Ottawa,OH,OH-507,"35,328"
39125,Paulding,OH,OH-507,"86,215"
39127,Perry,OH,OH-507,"14,424"
39129,Pickaway,OH,OH-507,"40,525"
39131,Pike,OH,OH-507,"18,672"
39133,Portage,OH,OH-507,"36,134"
39135,Preble,OH,OH-507,"58,457"
39137,Putnam,OH,OH-507,"27,772"
39139,Richland,OH,OH-507,"162,466"
39141,Ross,OH,OH-507,"40,882"
39143,Sandusky,OH,OH-507,"33,861"
39145,Scioto,OH,OH-507,"121,154"
39147,Seneca,OH,OH-507,"76,666"
39149,Shelby,OH,OH-507,"58,518"
39151,Stark,OH,OH-508,"75,314"
39153,Summit,OH,OH-506,"55,178"
39155,Trumbull,OH,OH-507,"48,590"
39157,Tuscarawas,OH,OH-507,"370,606"
39159,Union,OH,OH-507,"541,013"
39161,Van Wert,OH,OH-507,"197,974"
39163,Vinton,OH,OH-507,"91,987"
39165,Warren,OH,OH-507,"58,988"
39167,Washington,OH,OH-507,"28,275"
39169,Wayne,OH,OH-507,"13,085"
39171,Williams,OH,OH-507,"234,602"
39173,Wood,OH,OH-507,"59,911"
39175,Wyandot,OH,OH-507,"115,710"
40001,Adair,OK,OK-505,"36,692"
40003,Alfalfa,OK,OK-500,"130,817"
40005,Atoka,OK,OK-507,"21,772"
40007,Beaver,OK,OK-500,"22,194"
40009,Beckham,OK,OK-506,"5,702"
40011,Blaine,OK,OK-500,"13,758"
40013,Bryan,OK,OK-507,"5,311"
40015,Caddo,OK,OK-506,"21,859"
40017,Canadian,OK,OK-500,"9,429"
40019,Carter,OK,OK-506,"47,995"
40021,Cherokee,OK,OK-505,"28,762"
40023,Choctaw,OK,OK-507,"148,306"
40025,Cimarron,OK,OK-500,"48,111"
40027,Cleveland,OK,OK-504,"48,657"
40029,Coal,OK,OK-507,"14,672"
40031,Comanche,OK,OK-506,"2,137"
40033,Cotton,OK,OK-503,"284,014"
40035,Craig,OK,OK-505,"5,495"
40037,Creek,OK,OK-505,"120,749"
40039,Custer,OK,OK-506,"5,666"
40041,Delaware,OK,OK-505,"14,142"
40043,Dewey,OK,OK-500,"71,522"
40045,Ellis,OK,OK-500,"29,003"
40047,Garfield,OK,OK-500,"43,009"
40049,Garvin,OK,OK-506,"4,891"
40051,Grady,OK,OK-506,"3,859"
40053,Grant,OK,OK-500,"61,056"
40055,Greer,OK,OK-506,"27,711"
40057,Harmon,OK,OK-506,"55,834"
40059,Harper,OK,OK-500,"4,333"
40061,Haskell,OK,OK-507,"5,712"
40063,Hughes,OK,OK-507,"2,653"
40065,Jackson,OK,OK-506,"3,688"
40067,Jefferson,OK,OK-506,"12,627"
40069,Johnston,OK,OK-507,"13,279"
40071,Kay,OK,OK-503,"24,530"
40073,Kingfisher,OK,OK-500,"6,002"
40075,Kiowa,OK,OK-506,"11,085"
40077,Latimer,OK,OK-507,"43,538"
40079,Le Flore,OK,OK-507,"15,765"
40081,Lincoln,OK,OK-505,"8,708"
40083,Logan,OK,OK-503,"10,073"
40085,Love,OK,OK-507,"49,853"
40087,McClain,OK,OK-506,"34,877"
40089,McCurtain,OK,OK-507,"48,011"
40091,McIntosh,OK,OK-505,"10,253"
40093,Major,OK,OK-500,"40,474"
40095,Marshall,OK,OK-507,"32,832"
40097,Mayes,OK,OK-505,"19,596"
40099,Murray,OK,OK-507,"7,629"
40101,Muskogee,OK,OK-505,"16,931"
40103,Noble,OK,OK-503,"41,100"
40105,Nowata,OK,OK-505,"14,073"
40107,Okfuskee,OK,OK-505,"67,997"
40109,Oklahoma,OK,OK-502,"11,131"
40111,Okmulgee,OK,OK-505,"10,076"
40113,Osage,OK,OK-505,"11,993"
40115,Ottawa,OK,OK-505,"797,434"
40117,Pawnee,OK,OK-505,"38,465"
40119,Payne,OK,OK-505,"46,963"
40121,Pittsburg,OK,OK-503,"31,127"
40123,Pontotoc,OK,OK-507,"16,376"
40125,Pottawatomie,OK,OK-507,"81,784"
40127,Pushmataha,OK,OK-507,"43,654"
40129,Roger Mills,OK,OK-506,"38,284"
40131,Rogers,OK,OK-505,"72,592"
40133,Seminole,OK,OK-507,"11,096"
40135,Sequoyah,OK,OK-505,"3,583"
40137,Stephens,OK,OK-506,"92,459"
40139,Texas,OK,OK-500,"24,258"
40141,Tillman,OK,OK-506,"41,569"
40143,Tulsa,OK,OK-501,"43,143"
40145,Wagoner,OK,OK-505,"19,983"
40147,Washington,OK,OK-505,"7,250"
40149,Washita,OK,OK-506,"651,552"
40151,Woods,OK,OK-500,"81,289"
40153,Woodward,OK,OK-500,"51,527"
41001,Baker,OR,OR-505,"10,916"
41003,Benton,OR,OR-505,"8,793"
41005,Clackamas,OR,OR-507,"20,211"
41007,Clatsop,OR,OR-505,"16,124"
41009,Columbia,OR,OR-505,"93,053"
41011,Coos,OR,OR-505,"418,187"
41013,Crook,OR,OR-503,"40,224"
41015,Curry,OR,OR-505,"52,354"
41017,Deschutes,OR,OR-503,"64,487"
41019,Douglas,OR,OR-505,"24,404"
41021,Gilliam,OR,OR-505,"22,925"
41023,Grant,OR,OR-505,"197,692"
41025,Harney,OR,OR-505,"110,980"
41027,Hood River,OR,OR-505,"1,912"
41029,Jackson,OR,OR-502,"7,199"
41031,Jefferson,OR,OR-503,"7,393"
41033,Josephine,OR,OR-505,"23,382"
41035,Klamath,OR,OR-505,"220,944"
41037,Lake,OR,OR-505,"24,658"
41039,Lane,OR,OR-500,"87,487"
41041,Lincoln,OR,OR-505,"68,238"
41043,Linn,OR,OR-505,"7,869"
41045,Malheur,OR,OR-505,"382,067"
41047,Marion,OR,OR-505,"49,962"
41049,Morrow,OR,OR-505,"129,749"
41051,Multnomah,OR,OR-501,"30,571"
41053,Polk,OR,OR-505,"347,818"
41055,Sherman,OR,OR-505,"11,603"
41057,Tillamook,OR,OR-505,"812,855"
41059,Umatilla,OR,OR-505,"86,085"
41061,Union,OR,OR-505,"1,780"
41063,Wallowa,OR,OR-505,"27,036"
41065,Wasco,OR,OR-505,"77,950"
41067,Washington,OR,OR-506,"26,835"
41069,Wheeler,OR,OR-505,"7,208"
41071,Yamhill,OR,OR-505,"26,682"
42001,Adams,PA,PA-509,"601,592"
42003,Allegheny,PA,PA-600,"1,332"
42005,Armstrong,PA,PA-601,"107,100"
42007,Beaver,PA,PA-603,"103,009"
42009,Bedford,PA,PA-601,"1,216,045"
42011,Berks,PA,PA-506,"64,735"
42013,Blair,PA,PA-601,"163,929"
42015,Bradford,PA,PA-509,"47,888"
42017,Bucks,PA,PA-511,"421,164"
42019,Butler,PA,PA-601,"121,829"
42021,Cambria,PA,PA-601,"60,323"
42023,Cameron,PA,PA-601,"628,270"
42025,Carbon ,PA,PA-509,"187,853"
42027,Centre,PA,PA-509,"130,192"
42029,Chester,PA,PA-505,"4,447"
42031,Clarion,PA,PA-601,"64,182"
42033,Clearfield,PA,PA-601,"162,385"
42037,Columbia,PA,PA-509,"524,989"
42039,Crawford,PA,PA-601,"38,438"
42041,Cumberland,PA,PA-509,"79,255"
42043,Dauphin,PA,PA-501,"38,632"
42045,Delaware,PA,PA-502,"64,964"
42047,Elk,PA,PA-601,"84,629"
42049,Erie,PA,PA-605,"253,370"
42051,Fayette,PA,PA-601,"278,299"
42053,Forest,PA,PA-601,"566,747"
42055,Franklin,PA,PA-509,"29,910"
42057,Fulton,PA,PA-509,"269,728"
42059,Greene,PA,PA-601,"129,274"
42061,Huntingdon,PA,PA-509,"7,247"
42063,Indiana,PA,PA-601,"155,027"
42065,Jefferson,PA,PA-601,"14,530"
42067,Juniata,PA,PA-509,"36,233"
42069,Lackawanna,PA,PA-508,"45,144"
42071,Lancaster,PA,PA-510,"84,073"
42073,Lawrence,PA,PA-601,"43,425"
42075,Lebanon,PA,PA-509,"24,763"
42077,Lehigh,PA,PA-509,"209,674"
42079,Luzerne,PA,PA-503,"545,724"
42081,Lycoming,PA,PA-509,"85,512"
42083,McKean,PA,PA-601,"141,793"
42085,Mercer,PA,PA-601,"369,318"
42087,Mifflin,PA,PA-509,"317,417"
42091,Montgomery,PA,PA-504,"113,299"
42093,Montour,PA,PA-509,"40,625"
42095,Northampton,PA,PA-509,"109,424"
42097,Northumberland,PA,PA-509,"46,138"
42101,Philadelphia,PA,PA-500,"170,271"
42103,Pike,PA,PA-509,"830,915"
42105,Potter,PA,PA-601,"18,230"
42107,Schuylkill,PA,PA-509,"305,285"
42109,Snyder,PA,PA-509,"90,843"
42111,Somerset,PA,PA-601,"46,272"
42113,Sullivan,PA,PA-509,"1,584,064"
42115,Susquehanna,PA,PA-509,"55,809"
42117,Tioga,PA,PA-509,"16,526"
42121,Venango,PA,PA-601,"141,359"
42123,Warren,PA,PA-601,"40,372"
42125,Washington,PA,PA-601,"73,447"
42127,Wayne,PA,PA-509,"6,066"
42129,Westmoreland,PA,PA-601,"40,328"
42131,Wyoming,PA,PA-509,"40,591"
42133,York,PA,PA-512,"44,923"
44001,Bristol,RI,RI-500,"50,668"
44003,Kent,RI,RI-500,"39,191"
44005,Newport,RI,RI-500,"206,865"
44007,Providence,RI,RI-500,"51,361"
44009,Washington,RI,RI-500,"348,899"
45001,Abbeville,SC,SC-501,"26,794"
45003,Aiken,SC,SC-502,"449,058"
45005,Allendale,SC,SC-500,"48,479"
45007,Anderson,SC,SC-501,"164,292"
45009,Bamberg,SC,SC-500,"82,082"
45011,Barnwell,SC,SC-502,"638,931"
45013,Beaufort,SC,SC-500,"125,577"
45015,Berkeley,SC,SC-500,"24,527"
45017,Calhoun,SC,SC-502,"170,872"
45019,Charleston,SC,SC-500,"8,688"
45021,Cherokee,SC,SC-501,"202,558"
45023,Chester,SC,SC-502,"14,066"
45025,Chesterfield,SC,None,"20,866"
45027,Clarendon,SC,None,"192,122"
45029,Colleton,SC,SC-500,"227,907"
45031,Darlington,SC,None,"14,553"
45033,Dillon,SC,None,"411,406"
45035,Dorchester,SC,SC-500,"57,300"
45037,Edgefield,SC,SC-502,"32,244"
45039,Fairfield,SC,SC-502,"45,650"
45041,Florence,SC,None,"33,745"
45043,Georgetown,SC,None,"37,677"
45045,Greenville,SC,SC-501,"66,618"
45047,Greenwood,SC,SC-501,"30,479"
45049,Hampton,SC,SC-500,"162,809"
45053,Jasper,SC,SC-500,"27,260"
45055,Kershaw,SC,SC-502,"22,347"
45057,Lancaster,SC,SC-502,"138,293"
45059,Laurens,SC,SC-501,"62,680"
45063,Lexington,SC,SC-502,"523,542"
45065,McCormick,SC,SC-501,"70,811"
45071,Newberry,SC,SC-502,"19,222"
45073,Oconee,SC,SC-501,"354,081"
45075,Orangeburg,SC,SC-500,"30,073"
45077,Pickens,SC,SC-501,"66,551"
45079,Richland,SC,SC-502,"98,012"
45081,Saluda,SC,SC-502,"67,493"
45083,Spartanburg,SC,SC-501,"16,828"
45085,Sumter,SC,SC-503,"298,750"
45087,Union,SC,SC-501,"9,463"
45091,York,SC,SC-502,"30,657"
46003,Aurora,SD,SD-500,"26,118"
46005,Beadle,SD,SD-500,"38,440"
46007,Bennett,SD,SD-500,"79,546"
46009,Bon Homme,SD,SD-500,"86,175"
46011,Brookings,SD,SD-500,"126,884"
46013,Brown,SD,SD-500,"415,759"
46015,Brule,SD,SD-500,"20,473"
46017,Buffalo,SD,SD-500,"319,785"
46019,Butte,SD,SD-500,"106,721"
46021,Campbell,SD,SD-500,"27,316"
46023,Charles Mix,SD,SD-500,"30,368"
46025,Clark,SD,SD-500,"280,979"
46027,Clay,SD,SD-500,"2,751"
46029,Codington,SD,SD-500,"18,453"
46031,Corson,SD,SD-500,"3,365"
46033,Custer,SD,SD-500,"6,901"
46035,Davison,SD,SD-500,"35,077"
46037,Day,SD,SD-500,"38,839"
46039,Deuel,SD,SD-500,"5,297"
46041,Dewey,SD,SD-500,"1,962"
46043,Douglas,SD,SD-500,"10,429"
46045,Edmunds,SD,SD-500,"1,376"
46047,Fall River,SD,SD-500,"9,292"
46049,Faulk,SD,SD-500,"3,736"
46051,Grant,SD,SD-500,"14,070"
46053,Gregory,SD,SD-500,"28,009"
46055,Haakon,SD,SD-500,"4,086"
46057,Hamlin,SD,SD-500,"8,972"
46059,Hand,SD,SD-500,"19,775"
46061,Hanson,SD,SD-500,"5,424"
46063,Harding,SD,SD-500,"4,351"
46065,Hughes,SD,SD-500,"5,892"
46067,Hutchinson,SD,SD-500,"2,921"
46069,Hyde,SD,SD-500,"3,829"
46071,Jackson,SD,SD-500,"6,713"
46073,Jerauld,SD,SD-500,"2,299"
46075,Jones,SD,SD-500,"7,052"
46077,Kingsbury,SD,SD-500,"4,185"
46079,Lake,SD,SD-500,"1,899"
46081,Lawrence,SD,SD-500,"6,164"
46083,Lincoln,SD,SD-500,"3,191"
46085,Lyman,SD,SD-500,"3,453"
46087,McCook,SD,SD-500,"1,298"
46089,McPherson,SD,SD-500,"17,526"
46091,Marshall,SD,SD-500,"7,291"
46093,Meade,SD,SD-500,"1,301"
46095,Mellette,SD,SD-500,"3,344"
46097,Miner,SD,SD-500,"2,013"
46099,Minnehaha,SD,SD-500,903
46101,Moody,SD,SD-500,"4,939"
46103,Pennington,SD,SD-500,"12,797"
46105,Perkins,SD,SD-500,"25,844"
46107,Potter,SD,SD-500,"61,128"
46109,Roberts,SD,SD-500,"3,781"
46111,Sanborn,SD,SD-500,"5,586"
46113,Shannon,SD,SD-500,"2,379"
46115,Spink,SD,SD-500,"4,935"
46117,Stanley,SD,SD-500,"28,332"
46119,Sully,SD,SD-500,"2,061"
46121,Todd,SD,SD-500,"2,216"
46123,Tripp,SD,SD-500,"193,134"
46125,Turner,SD,SD-500,"6,576"
46127,Union,SD,SD-500,"14,177"
46129,Walworth,SD,SD-500,"113,775"
46135,Yankton,SD,SD-500,"2,865"
46137,Ziebach,SD,SD-500,"2,153"
47001,Anderson,TN,TN-509,"10,394"
47003,Bedford,TN,TN-503,"2,344"
47005,Benton,TN,TN-507,"6,376"
47007,Bledsoe,TN,TN-500,"3,098"
47009,Blount,TN,TN-512,"1,391"
47011,Bradley,TN,TN-500,"10,177"
47013,Campbell,TN,TN-512,"5,441"
47015,Cannon,TN,TN-506,"8,384"
47017,Carroll,TN,TN-507,"15,932"
47019,Carter,TN,TN-509,"5,435"
47021,Cheatham,TN,TN-503,"22,814"
47023,Chester,TN,TN-507,"2,756"
47025,Claiborne,TN,TN-509,"76,978"
47027,Clay,TN,TN-506,"49,713"
47029,Cocke,TN,TN-512,"16,160"
47031,Coffee,TN,TN-503,"15,064"
47033,Crockett,TN,TN-507,"133,088"
47035,Cumberland,TN,TN-509,"108,110"
47037,Davidson,TN,TN-504,"39,842"
47039,Decatur,TN,TN-507,"14,678"
47041,De Kalb,TN,TN-506,"27,767"
47043,Dickson,TN,TN-503,"56,391"
47045,Dyer,TN,TN-507,"40,667"
47047,Fayette,TN,TN-507,"17,297"
47049,Fentress,TN,TN-509,"31,959"
47051,Franklin,TN,TN-500,"7,615"
47053,Gibson,TN,TN-507,"36,004"
47055,Giles,TN,TN-503,"56,520"
47057,Grainger,TN,TN-509,"14,230"
47059,Greene,TN,TN-509,"60,520"
47061,Grundy,TN,TN-500,"694,144"
47063,Hamblen,TN,TN-512,"11,663"
47065,Hamilton,TN,TN-512,"20,490"
47067,Hancock,TN,TN-509,"53,948"
47069,Hardeman,TN,TN-507,"37,159"
47071,Hardin,TN,TN-507,"41,133"
47073,Hawkins,TN,TN-509,"18,523"
47075,Haywood,TN,TN-507,"42,208"
47077,Henderson,TN,TN-507,"49,133"
47079,Henry,TN,TN-507,"29,464"
47081,Hickman,TN,TN-503,"23,320"
47083,Houston,TN,TN-503,"69,069"
47085,Humphreys,TN,TN-503,"13,427"
47087,Jackson,TN,TN-506,"64,934"
47089,Jefferson,TN,TN-512,"367,804"
47091,Johnson,TN,TN-509,"6,620"
47093,Knox,TN,TN-502,"25,050"
47095,Lake,TN,TN-507,"25,652"
47097,Lauderdale,TN,TN-507,"56,786"
47099,Lawrence,TN,TN-503,"17,304"
47101,Lewis,TN,TN-503,"28,117"
47103,Lincoln,TN,TN-503,"32,345"
47105,Loudon,TN,TN-512,"25,178"
47107,McMinn,TN,TN-500,"8,201"
47109,McNairy,TN,TN-507,"18,582"
47111,Macon,TN,TN-506,"11,786"
47113,Madison,TN,TN-507,"54,495"
47115,Marion,TN,TN-500,"17,788"
47117,Marshall,TN,TN-503,"470,313"
47119,Maury,TN,TN-503,"7,016"
47121,Meigs,TN,TN-500,"25,633"
47123,Monroe,PA,PA-509,"44,142"
47123,Monroe,TN,TN-512,"12,268"
47125,Montgomery,TN,TN-512,"34,366"
47127,Moore,TN,TN-503,"54,068"
47129,Morgan,TN,TN-512,"53,794"
47131,Obion,TN,TN-507,"25,694"
47133,Overton,TN,TN-506,"24,602"
47135,Perry,TN,TN-503,"97,984"
47137,Pickett,TN,TN-506,"28,907"
47139,Polk,TN,TN-500,"34,375"
47141,Putnam,TN,TN-506,"96,387"
47143,Rhea,TN,TN-500,"12,422"
47145,Roane,TN,TN-512,"46,545"
47147,Robertson,TN,TN-503,"208,993"
47149,Rutherford,TN,TN-510,"6,488"
47151,Scott,TN,TN-509,"21,403"
47153,Sequatchie,TN,TN-500,"30,069"
47155,Sevier,TN,TN-512,"22,241"
47157,Shelby,TN,TN-501,"8,076"
47159,Smith,TN,TN-506,"5,048"
47161,Stewart,TN,TN-503,"16,832"
47163,Sullivan,TN,TN-509,"80,245"
47165,Sumner,TN,TN-503,"33,167"
47167,Tipton,TN,TN-507,"53,382"
47169,Trousdale,TN,TN-503,"71,813"
47171,Unicoi,TN,TN-509,"332,285"
47175,Van Buren,TN,TN-506,"22,068"
47177,Warren,TN,TN-506,"15,026"
47179,Washington,TN,TN-509,"98,250"
47181,Wayne,TN,TN-503,"937,166"
47183,Weakley,TN,TN-507,"20,157"
47185,White,TN,TN-506,"13,715"
47187,Williamson,TN,TN-503,"158,348"
47189,Wilson,TN,TN-503,"191,283"
48001,Anderson,TX,TX-607,"61,599"
48003,Andrews,TX,TX-607,"11,284"
48005,Angelina,TX,TX-607,"17,883"
48007,Aransas,TX,TX-607,"19,972"
48009,Archer,TX,TX-624,"5,872"
